,entry_date,exit_date,entry_price,exit_price,direction,pnl_gross,pnl_after_tax,return_pct,hold_days
0,2024-02-05,2024-02-08,45825.55078125,45012.0,LONG,-1686.5552710470133,-1743.5552710470133,-1.7753213379442245,3
1,2024-03-01,2024-03-11,47286.8984375,47327.8515625,SHORT,-80.77089734022896,-136.77707083573216,-0.08653070791924122,10
2,2024-04-04,2024-04-15,48060.80078125,47773.25,SHORT,561.0601693736041,353.5923711659341,0.6019075136190155,11
3,2024-05-21,2024-05-23,48048.19921875,48768.6015625,LONG,1402.6196621622805,942.5429327619123,1.4993326606689505,2
4,2024-05-30,2024-06-04,48682.3515625,46928.6015625,SHORT,3529.4668007922714,2430.959855172734,3.737060005217363,5
5,2024-06-25,2024-07-09,52606.0,52568.80078125,SHORT,68.46625669746005,7.289521324152127,0.07076292058629807,14
6,2024-07-24,2024-07-31,51317.0,51553.3984375,LONG,445.7437473854748,271.38085628675407,0.4606630112828025,7
7,2024-08-05,2024-08-12,50092.1015625,50577.94921875,LONG,940.9972984333722,617.9500610586239,0.9699087103459014,7
8,2024-08-13,2024-08-14,49831.8515625,49727.30078125,LONG,-204.78480366093473,-263.3485321167905,-0.20980713734641832,1
9,2024-08-27,2024-08-28,51278.75,51143.8515625,SHORT,256.78896543750227,138.86274195146714,0.26376276596054016,1
10,2024-09-03,2024-09-06,51689.1015625,50576.8515625,SHORT,2143.8854321911226,1459.7748624449628,2.199128584794452,3
11,2024-09-18,2024-10-03,52750.3984375,51845.19921875,SHORT,1726.3186868732466,1166.895690552334,1.7459653591660462,15
12,2024-10-11,2024-10-18,51172.30078125,52094.19921875,LONG,1801.2564818761803,1218.886555673857,1.8015575290251329,7
13,2024-12-04,2024-12-17,53266.8984375,52834.80078125,SHORT,827.1610488642632,536.5334168298014,0.8178277382723476,13
14,2024-12-24,2025-01-16,51233.0,49278.69921875,LONG,-3877.510758778138,-3938.5013219331354,-3.8145351262857896,23
15,2025-01-17,2025-01-20,48540.6015625,49350.80078125,LONG,1634.2213800267195,1102.833033837657,1.6691165594781454,3
16,2025-01-22,2025-01-24,48724.3984375,48367.80078125,LONG,-724.2337423723912,-783.607974603174,-0.7318667191087425,2
17,2025-01-27,2025-01-28,48064.6484375,48866.8515625,LONG,1639.1771950250807,1106.1747335378752,1.6690086187629793,1
18,2025-02-06,2025-02-07,50382.1015625,50158.8515625,SHORT,441.8078550385029,267.5748318285892,0.4450859480341629,1
19,2025-02-10,2025-02-11,49981.0,49403.3984375,SHORT,1163.5145361566847,772.6627462534169,1.1691535011113086,1
20,2025-02-24,2025-03-06,48651.94921875,48627.69921875,LONG,-49.96930640218044,-110.12033710506265,-0.049843840564267605,10
21,2025-03-10,2025-03-17,48216.80078125,48354.1484375,LONG,285.2733844954093,157.62958566927387,0.28485435372023193,7
22,2025-03-20,2025-04-07,50062.8515625,49860.1015625,SHORT,407.84487053905224,243.36673169514188,0.4066377597443438,18
23,2025-04-21,2025-05-08,55304.5,54365.6484375,SHORT,1736.0395681526568,1173.0059166987185,1.726920563780876,17
24,2025-05-29,2025-05-30,55546.05078125,55749.69921875,SHORT,-371.290202143649,-432.27564552779734,-0.36529064793860977,1
25,2025-06-02,2025-06-03,55903.3984375,55599.94921875,SHORT,552.4949931333887,344.22916280703384,0.5457724746404491,1
26,2025-06-06,2025-06-12,56578.3984375,56082.55078125,SHORT,897.920532337316,585.8896928138229,0.8841389154784496,6
27,2025-07-03,2025-07-04,56791.94921875,57031.8984375,SHORT,-429.627992954779,-490.8972069686804,-0.4207280930915491,1
28,2025-07-07,2025-07-10,56949.19921875,56956.0,SHORT,-12.137310253858283,-73.12671285978749,-0.01194041233584242,3
29,2025-07-18,2025-07-21,56283.0,56952.75,LONG,1208.7645092430623,803.4717522044242,1.1899685517829495,3
30,2025-08-04,2025-08-07,55619.3515625,55521.1484375,LONG,-180.6994446039312,-242.10514388228685,-0.1765628728872315,3
31,2025-08-08,2025-08-18,55004.8984375,55734.8984375,LONG,1355.1950763576099,905.7491639078869,1.327154527572616,10
32,2025-08-28,2025-09-01,53820.3515625,54002.44921875,LONG,348.40343736499887,200.63362269666,0.33834349082342285,4
33,2025-09-02,2025-09-03,53661.0,54067.55078125,LONG,781.5985999394698,503.7901836833336,0.7576280375878097,1
34,2025-09-05,2025-09-11,54114.55078125,54669.6015625,LONG,1063.056938641578,700.6100084915198,1.0256959971703505,6
35,2025-09-17,2025-09-26,55493.30078125,54389.3515625,SHORT,2117.15741745154,1438.200800265105,2.029715720146852,9
36,2025-10-13,2025-10-14,56625.0,56496.44921875,SHORT,240.44913622821898,123.93116128947462,0.22753780640667465,1
37,2024-02-29,2024-03-01,46120.8984375,47286.8984375,LONG,2401.7311837519505,1641.3118286263652,2.528138088159948,1
38,2024-03-28,2024-04-02,47124.6015625,47545.44921875,LONG,862.3252212391591,563.0727714477894,0.893052975083175,5
39,2024-04-25,2024-04-26,48494.94921875,48201.05078125,LONG,-588.4287735597225,-646.6852727817648,-0.6060392726143227,1
40,2024-04-29,2024-05-02,49424.05078125,49231.05078125,LONG,-376.7518824807293,-434.639771097286,-0.39049814199612065,3
41,2024-05-31,2024-06-04,48983.94921875,46928.6015625,LONG,-4030.9304257463186,-4088.5705696933496,-4.195961511946155,4
42,2024-06-05,2024-06-06,49054.6015625,49291.8984375,LONG,445.92517840884597,273.43086378057797,0.48374029640758653,1
43,2024-06-19,2024-06-20,51398.05078125,51783.25,LONG,692.8042489557021,446.1371142487288,0.7494432432650244,1
44,2024-07-10,2024-07-11,52189.30078125,52270.6484375,SHORT,-144.52585681764918,-200.2456692874319,-0.1556277924259275,1
45,2024-07-15,2024-07-16,52455.8984375,52396.80078125,LONG,-104.4104035705141,-160.01607600880297,-0.11266160338557762,1
46,2024-07-24,2024-07-25,51317.0,50888.75,LONG,-772.1310318706378,-827.6454951456017,-0.8345187754545291,1
47,2024-07-29,2024-07-30,51406.25,51499.30078125,LONG,166.05525379549172,77.70878391693259,0.18101063829787378,1
48,2024-08-30,2024-09-02,51351.0,51439.55078125,LONG,158.32203297314015,72.26452353650365,0.17244217493330716,3
49,2024-09-20,2024-09-23,53793.19921875,54105.80078125,LONG,533.932375036385,335.16292943588394,0.5811172546715593,3
50,2024-10-07,2024-10-08,50478.8984375,51021.0,LONG,990.1379115049428,654.3730749550294,1.0739171798116676,1
51,2024-10-25,2024-10-28,50787.44921875,51259.30078125,SHORT,-854.4291244635568,-910.1213501140389,-0.9205189210708009,3
52,2024-10-29,2024-10-30,52320.69921875,51807.5,LONG,-901.9685384096388,-957.1419948905559,-0.9808722482938181,1
53,2024-11-25,2024-11-26,52207.5,52191.5,LONG,-27.902956749546256,-82.53084229337577,-0.030646937700518073,1
54,2024-12-20,2024-12-23,50759.19921875,51317.6015625,LONG,1000.7404603136007,662.3117321449149,1.1001007745286229,3
55,2024-12-30,2024-12-31,50952.75,50860.19921875,LONG,-166.37764773813697,-221.33600838918187,-0.18164040459053288,1
56,2025-01-27,2025-01-28,48064.6484375,48866.8515625,SHORT,-1500.2181125260408,-1555.050311652304,-1.6416100062718209,1
57,2025-02-27,2025-02-28,48743.80078125,48344.69921875,LONG,-736.1572441457636,-790.1030645943848,-0.8187739899296442,1
58,2025-03-11,2025-03-12,47853.94921875,48056.6484375,SHORT,-376.0661859904923,-429.56164769229474,-0.4217922500642568,1
59,2025-03-27,2025-03-28,51575.8515625,51564.8515625,LONG,-18.928649404812905,-72.17926096743075,-0.021327810722948648,1
60,2025-04-03,2025-04-04,51597.3515625,51502.69921875,LONG,-162.6828003880603,-215.8922697719267,-0.18344419022233716,1
61,2025-04-17,2025-04-21,54290.19921875,55304.5,LONG,1653.017447992606,1119.9517260417567,1.868294454332542,4
62,2025-05-30,2025-06-02,55749.69921875,55903.3984375,LONG,246.86103938478345,135.19537927759023,0.275695153344091,3
63,2025-06-06,2025-06-09,56578.3984375,56839.6015625,LONG,413.97454207692743,252.1208882057593,0.4616658163071552,3
64,2025-06-27,2025-06-30,57443.8984375,57312.75,LONG,-205.26911909195056,-259.2146726383563,-0.22830699354901007,3
65,2025-07-01,2025-07-02,57459.44921875,56999.19921875,LONG,-718.2003520492306,-771.9981532322324,-0.8009996723912449,1
66,2025-08-26,2025-08-29,54450.44921875,53655.6484375,SHORT,1317.3136580408377,884.7691270636248,1.4812993680913378,3
67,2025-09-17,2025-09-18,55493.30078125,55727.44921875,LONG,378.77611184160025,227.4398218424601,0.42194000753892347,1
68,2025-09-19,2025-09-22,55458.8515625,55284.75,SHORT,283.3826400817367,160.57364312164052,0.3149178797046126,3
69,2025-09-29,2025-09-30,54461.0,54635.8515625,LONG,289.39793223970594,164.72027874861345,0.3210583031894476,1
70,2025-10-20,2025-10-21,58033.19921875,58007.19921875,LONG,-40.454016828154884,-94.63115570015691,-0.04480194156106787,1
71,2025-10-23,2025-10-24,58078.05078125,57699.6015625,LONG,-587.7975742737923,-641.9207733870452,-0.6516217635736843,1
72,2025-10-28,2025-10-29,58214.1015625,58385.25,LONG,263.4092194013492,146.7563405902488,0.2939982459683854,1
73,2024-03-01,2024-03-11,47286.8984375,47327.8515625,SHORT,-82.20417252327917,-139.20417252327917,-0.08653070791924122,10
74,2024-04-04,2024-04-15,48060.80078125,47773.25,SHORT,571.0161515830603,359.866848572979,0.6019075136190155,11
75,2024-04-29,2024-05-03,49424.05078125,48923.55078125,SHORT,974.0180102413575,641.8245627612064,1.0230246824026956,4
76,2024-05-27,2024-05-28,49281.80078125,49142.1484375,SHORT,272.2998287184245,150.36574769461163,0.28418037914563765,1
77,2024-06-03,2024-06-04,50979.94921875,46928.6015625,SHORT,8284.420651664392,5758.790327823458,8.633003160885533,1
78,2024-06-07,2024-06-10,49803.19921875,49780.8984375,SHORT,45.43984900219035,-15.419987686977151,0.04479786815820841,3
79,2024-06-18,2024-06-28,50440.8984375,52342.25,SHORT,-3684.0612779785743,-3744.91232527476,-3.632536932401642,10
80,2024-07-03,2024-07-05,53089.25,52660.3515625,SHORT,797.0383708288101,516.8253464906215,0.8144617815377897,2
81,2024-07-23,2024-07-30,51778.30078125,51499.30078125,LONG,-529.9542882824071,-588.9653260006861,-0.5388357589769188,7
82,2024-08-05,2024-08-09,50092.1015625,50484.5,LONG,766.0591226206963,495.16865659676637,0.7833539126131495,4
83,2024-08-13,2024-08-16,49831.8515625,50516.8984375,LONG,1350.8328608212662,904.3127010431832,1.374716879907223,3
84,2024-08-30,2024-09-04,51351.0,51400.25,SHORT,-94.97511584487708,-154.4481477011904,-0.09581665458825439,5
85,2024-09-12,2024-09-27,51772.3984375,53834.30078125,SHORT,-3790.831666452757,-3850.2166628648806,-3.8300903212773574,15
86,2024-10-07,2024-10-10,50478.8984375,51530.8984375,LONG,1986.449591417738,1350.481452952413,2.0840391382599632,3
87,2024-10-29,2024-10-30,52320.69921875,51807.5,SHORT,956.9110757706331,629.2656498997117,0.990588657530278,1
88,2024-11-05,2024-11-07,52207.25,51916.5,SHORT,544.3420191659577,340.2162332821289,0.5600339005903621,2
89,2024-11-13,2024-11-19,50088.3515625,50626.5,LONG,1047.7667657546788,692.4778096171541,1.0743983794884837,6
90,2024-11-21,2024-11-22,50372.8984375,51135.3984375,LONG,1486.147742581898,999.0681947501703,1.5137107922151172,1
91,2024-12-03,2024-12-11,52695.75,53391.3515625,SHORT,-1291.4778168674109,-1350.9547501057875,-1.3028356506122996,8
92,2024-12-19,2024-12-27,51575.69921875,51311.30078125,LONG,-501.5931263933546,-560.3000154241709,-0.5126414988163241,8
93,2024-12-30,2025-01-02,50952.75,51605.55078125,LONG,1246.7569588172826,831.8586085566806,1.2811885153402036,3
94,2025-01-06,2025-01-16,49922.0,49278.69921875,LONG,-1264.1641986732006,-1323.0258761021025,-1.2886117969031718,10
95,2025-01-17,2025-01-20,48540.6015625,49350.80078125,LONG,1616.471306802359,1090.8546278859847,1.6691165594781454,3
96,2025-02-04,2025-02-10,50157.94921875,49981.0,SHORT,346.53537672299973,201.46422583390677,0.354032970028606,6
97,2025-02-24,2025-03-05,48651.94921875,48489.94921875,LONG,-326.56301238051117,-385.4071868066551,-0.3329774091303306,9
98,2025-03-10,2025-03-13,48216.80078125,48060.3984375,LONG,-316.93683021095336,-375.56132254061754,-0.32437312558244447,3
99,2025-03-18,2025-04-01,49314.5,50827.5,SHORT,-2897.8725117508397,-2956.2829341266556,-2.9767350351679656,14
100,2025-04-15,2025-04-25,52379.5,54664.05078125,SHORT,-3951.1623111915733,-4007.887652294937,-4.1792562911082465,10
101,2025-04-28,2025-04-29,55432.80078125,55391.25,SHORT,68.06308600311438,9.53556860309108,0.07501325796042124,1
102,2025-05-30,2025-06-03,55749.69921875,55599.94921875,SHORT,244.4046144768597,132.97083384284016,0.26933477836612596,4
103,2025-06-06,2025-06-12,56578.3984375,56082.55078125,SHORT,803.4181198527738,524.2272322432767,0.8841389154784496,6
104,2025-06-25,2025-07-02,56621.1484375,56999.19921875,SHORT,-606.0049395279127,-660.8258228412412,-0.6632563026001903,7
105,2025-07-18,2025-07-21,56283.0,56952.75,LONG,1079.7816802302157,717.7362273451347,1.1899685517829495,3
106,2025-07-25,2025-08-11,56528.8984375,55510.75,LONG,-1646.615739265188,-1701.4690615090838,-1.8011114060991207,17
107,2025-08-12,2025-08-13,55043.69921875,55181.44921875,LONG,224.74416228706974,119.6024741857639,0.2502557094728797,1
108,2025-08-26,2025-09-03,54450.44921875,54067.55078125,LONG,-632.3181888560354,-686.2698471451569,-0.7032052866299376,8
109,2025-09-17,2025-09-22,55493.30078125,55284.75,SHORT,336.7438845145809,198.2283800268325,0.37723021493270004,5
110,2025-09-23,2025-09-24,55509.75,55121.5,SHORT,630.0846473691233,403.4878209013815,0.7043531108551049,1
111,2025-10-03,2025-10-24,55589.25,57699.6015625,SHORT,-3285.8475528244107,-3339.7510155351883,-3.6574803037661807,21
112,2025-10-27,2025-10-30,58114.25,58031.1015625,SHORT,124.17773656518335,50.52455235328242,0.14328254205280277,3
